,Married/Single,House_Ownership,Car_Ownership,CITY,Age,Experience,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_feature
122506,1,2,0,229,55,9,9,13,0
246908,1,2,0,187,33,20,6,10,0
116402,0,2,0,242,53,7,6,13,0
56048,1,2,0,283,70,1,1,11,0
231169,0,2,1,113,49,6,6,14,0
126188,1,2,1,184,61,14,3,13,0
115955,1,2,1,106,63,9,9,13,0
125106,1,1,0,121,57,4,4,12,0
144881,0,1,1,303,63,9,9,12,0
51191,0,2,1,16,40,17,6,13,0
247900,1,2,0,31,71,2,2,12,0
48025,0,2,0,113,39,7,7,11,0
99873,1,2,0,156,47,9,4,11,0
96834,1,2,0,281,25,6,3,14,0
145692,1,1,0,308,39,13,13,13,0
18034,1,2,0,63,62,4,4,12,0
61535,1,1,0,7,46,8,8,11,0
48542,0,2,0,16,77,15,9,10,0
240176,1,2,1,307,25,13,9,11,0
1059,1,2,0,214,45,9,8,11,0
203451,1,2,0,238,68,20,11,13,0
37520,1,2,0,284,28,14,12,13,0
160341,1,2,1,265,36,12,12,10,0
62620,1,2,0,21,23,17,10,14,0
109884,1,2,0,166,48,15,13,14,0
103406,1,2,0,173,29,4,4,14,0
202305,1,2,1,24,35,5,5,11,0
98600,1,2,1,236,67,11,6,13,0
167215,1,2,0,258,61,6,6,12,0
238223,1,2,1,178,53,13,12,10,0
36515,1,2,0,75,75,19,8,10,0
124039,1,2,0,5,46,3,3,11,0
61646,1,2,1,154,45,1,1,10,0
89174,1,2,1,312,69,19,7,10,0
17824,1,2,1,248,75,5,5,13,0
27688,1,2,0,285,71,13,9,10,0
237788,1,1,0,22,47,18,5,14,0
15057,1,2,0,64,35,18,6,11,0
49141,1,2,0,173,57,1,1,14,0
236764,1,2,0,70,50,3,3,12,0
181861,0,2,0,305,23,12,12,13,0
153461,1,2,0,210,43,12,4,10,0
149078,0,2,0,291,35,19,12,10,0
31448,1,2,0,128,25,9,5,13,0
144016,1,2,0,301,43,15,7,14,0
172292,1,2,1,125,70,4,4,11,0
121791,1,2,1,306,47,10,10,13,0
98353,1,2,0,250,21,6,6,14,0
186196,1,2,0,144,57,0,0,11,0
167406,1,2,0,275,24,8,8,13,0
50762,1,2,1,284,45,1,1,11,0
99259,1,2,0,255,33,8,4,14,0
122887,1,0,0,48,55,15,14,14,0
71639,1,2,1,274,61,7,6,14,0
118713,1,2,0,134,41,5,5,11,0
86872,1,2,0,269,51,13,7,10,0
193461,1,2,1,200,49,1,1,12,0
7276,1,2,0,233,36,9,5,14,0
246109,1,2,0,161,77,15,10,13,0
185200,1,2,1,154,40,4,4,10,0
186654,0,2,0,282,39,12,6,12,0
166509,1,2,0,1,54,16,9,11,0
8718,1,2,0,17,79,4,4,11,0
96191,1,2,0,160,49,11,11,10,0
15998,1,2,0,129,48,0,0,13,0
251626,1,2,0,128,58,10,10,12,0
38106,1,2,1,194,46,19,6,12,0
133182,1,2,0,176,69,3,3,14,0
24073,1,2,0,218,54,17,13,12,0
172806,1,2,0,200,24,10,5,11,0
208938,1,2,0,250,68,10,10,14,0
200746,1,2,0,256,28,18,6,14,0
117675,1,2,0,168,41,16,8,12,0
162301,1,2,0,267,64,19,12,10,0
231516,1,2,0,237,76,2,2,13,0
23084,1,2,0,159,67,18,10,13,0
166627,1,2,0,134,23,5,5,12,0
187420,1,2,1,213,41,7,7,10,0
212383,1,2,0,246,63,8,8,12,0
150398,1,1,0,145,67,13,9,10,0
225175,1,2,1,217,36,17,11,12,0
189105,1,2,0,263,53,14,4,12,0
175247,1,2,0,281,60,10,8,10,0
182336,1,2,0,234,67,0,0,13,0
103080,1,2,1,248,63,13,13,12,0
19956,1,2,0,14,41,9,9,11,0
26785,1,2,1,112,58,11,9,11,0
92706,1,2,0,91,69,11,5,10,0
238929,1,2,0,229,44,16,14,10,0
201078,1,2,0,129,46,14,8,12,0
55061,1,2,0,205,65,0,0,14,0
43385,1,1,0,231,57,19,14,14,0
113132,1,2,0,289,74,20,6,14,0
88615,1,2,0,116,54,2,2,14,0
168248,1,2,0,309,26,11,11,11,0
184070,1,2,1,290,31,13,13,11,0
171854,1,2,1,311,38,15,13,10,0
135870,1,2,1,224,50,4,4,10,0
161333,1,2,0,67,72,16,7,12,0
62887,1,0,0,14,35,4,4,11,0
69061,1,1,1,251,75,18,9,12,0
168790,1,2,0,289,73,16,10,12,0
41072,1,2,1,66,75,8,4,11,0
234653,1,2,0,255,68,17,12,14,0
146941,1,2,1,276,45,0,0,12,0
105004,1,2,1,302,59,6,6,10,0
64989,0,2,0,208,71,15,3,12,0
199183,1,2,0,108,64,0,0,13,0
8216,0,2,0,208,61,11,11,14,0
216303,1,2,1,125,67,5,5,10,0
131219,1,2,0,144,75,0,0,14,0
82312,1,2,1,133,57,0,0,11,0
102757,0,2,0,46,77,6,4,11,0
90144,1,2,0,36,24,13,3,13,0
126848,1,2,0,15,76,20,10,13,0
12916,1,1,0,184,56,12,8,13,0
16086,1,2,1,270,31,15,12,11,0
68770,1,2,0,47,61,0,0,11,0
75522,1,1,0,308,39,13,13,13,0
148447,1,2,1,55,73,7,7,11,0
193648,1,2,0,301,43,14,6,14,0
184725,0,2,0,134,66,4,4,11,0
5543,1,2,1,170,66,0,0,12,0
248171,1,2,0,133,56,11,6,12,0
178277,1,2,0,226,47,6,6,13,0
45312,1,2,0,233,64,17,8,14,0
90365,1,2,0,100,34,20,4,14,0
111737,0,0,1,109,40,3,3,11,0
67021,1,2,0,202,66,15,7,14,0
37125,1,2,1,198,29,2,2,11,0
72751,1,2,1,173,74,0,0,13,0
25772,1,2,1,183,41,19,11,12,0
85701,1,2,0,82,67,18,12,13,0
247801,1,0,0,243,70,0,0,13,0
130590,1,2,1,32,23,6,6,12,0
117060,1,2,0,153,73,15,8,14,0
67463,1,2,1,71,54,10,10,12,0
160243,1,2,1,51,32,5,4,13,0
74233,1,2,1,119,58,8,8,13,0
13891,1,2,0,89,74,9,6,10,0
33294,0,2,0,257,48,17,14,14,0
200389,1,2,1,5,46,5,5,10,0
119890,1,2,0,278,34,0,0,10,0
183888,1,2,0,46,60,19,12,13,0
138462,1,2,0,64,70,1,1,14,0
53372,1,2,1,94,50,9,9,12,0
57756,1,2,0,0,73,1,1,12,0
76050,1,2,0,38,57,6,6,11,0
212901,0,2,0,286,60,4,4,11,0
16459,1,2,0,12,42,18,4,14,0
132299,1,2,0,192,59,15,8,12,0
224653,1,2,1,181,76,16,14,12,0
135085,0,2,0,86,77,11,8,12,0
125338,1,2,0,83,54,18,14,13,0
152997,1,2,1,4,56,2,2,10,0
168882,1,2,0,24,27,17,8,11,0
151464,1,2,0,73,53,17,4,14,0
10014,1,2,0,212,64,7,7,10,0
93035,1,2,0,120,67,20,8,10,0
17986,1,2,0,165,31,14,8,12,0
207269,1,1,0,123,31,9,9,10,0
99426,1,2,0,160,74,5,5,10,0
231966,0,2,0,66,67,4,4,13,0
222946,1,0,0,120,62,19,6,12,0
7364,0,2,0,145,56,3,3,12,0
243865,1,2,0,92,48,2,2,10,0
185214,0,2,0,144,49,15,9,12,0
114419,1,2,0,217,41,7,7,11,0
146390,1,2,0,306,65,15,12,12,0
34209,1,2,1,309,39,14,8,12,0
36365,1,2,1,140,45,10,4,13,0
95070,1,2,0,19,45,15,6,12,0
99445,1,2,0,295,41,10,10,14,0
20311,1,2,0,20,79,7,7,12,0
220811,1,2,0,122,25,2,2,13,0
34598,1,2,1,216,61,9,4,14,0
33469,1,2,0,83,54,18,14,13,0
222452,1,1,0,248,75,15,10,12,0
149030,1,1,0,115,75,2,2,12,0
36215,1,2,1,228,28,10,7,14,0
189601,1,2,1,32,41,12,5,12,0
231243,1,2,1,38,56,11,8,10,0
150817,1,2,0,159,61,6,4,11,0
22098,1,0,0,241,66,6,6,10,0
83190,1,2,0,45,66,18,11,10,0
34659,0,2,1,262,31,18,14,11,0
78951,1,2,1,312,67,4,4,13,0
214665,1,2,1,219,68,18,14,12,0
70875,1,2,1,43,47,19,11,13,0
59505,1,2,0,240,28,5,4,11,0
19493,1,2,0,270,65,4,4,13,0
225321,1,2,0,235,28,10,6,10,0
204441,1,2,1,153,54,9,7,12,0
162204,1,2,0,272,43,20,14,11,0
162612,1,2,0,242,76,9,4,10,0
106220,1,2,0,50,30,5,5,14,0
227941,1,2,1,130,59,3,3,14,0
81180,1,2,0,57,45,5,5,10,0
85032,1,2,0,136,48,6,6,13,0
126569,1,2,1,19,35,12,12,12,0
83512,1,1,1,104,45,13,5,11,0
130772,1,2,0,61,79,11,11,13,0
26638,1,2,1,23,58,20,10,11,0
81673,1,2,0,151,57,11,11,14,0
11972,1,2,0,214,55,14,11,13,0
215413,1,2,0,26,65,11,11,10,0
34502,1,2,1,9,23,0,0,13,0
140366,1,2,0,59,30,4,3,10,0
140745,1,2,1,2,28,5,5,14,0
236875,1,2,0,112,62,3,3,10,0
177357,1,2,0,285,35,9,9,10,0
155601,1,1,0,240,66,2,2,13,0
64831,1,2,0,116,27,12,12,13,0
251953,1,2,0,83,27,0,0,10,0
151882,1,1,0,31,23,19,6,14,0
105832,1,2,0,94,49,10,10,12,0
210236,1,2,0,117,24,11,9,13,0
68625,1,2,1,2,21,13,10,11,0
22442,1,2,1,303,30,9,5,13,0
195932,1,2,0,290,50,12,9,14,0
52425,1,2,0,33,41,5,4,11,0
180221,1,2,0,179,49,14,12,10,0
234916,1,2,1,246,28,20,10,10,0
106727,1,2,0,50,27,10,10,10,0
192429,1,2,0,124,74,16,6,11,0
158840,1,2,1,191,50,1,1,14,0
119320,1,0,1,20,40,6,6,11,0
215917,1,2,0,13,25,6,6,13,0
205804,1,2,0,74,49,19,7,13,0
249263,1,2,1,150,31,4,4,10,0
167335,1,2,0,37,22,0,0,12,0
190126,1,2,0,238,45,20,8,14,0
153791,1,2,1,139,65,13,4,13,0
64406,1,2,1,307,42,16,13,13,0
251566,1,2,0,229,70,2,2,11,0
242721,1,2,0,182,37,4,4,10,0
3716,1,2,0,129,26,19,11,10,0
101476,1,2,0,192,35,11,9,14,0
57033,1,2,1,63,78,3,3,11,0
21353,1,1,0,175,70,17,10,13,0
126235,1,2,1,271,63,11,7,10,0
14080,0,2,0,149,61,11,6,12,0
28179,1,2,0,38,43,15,7,11,0
188178,1,2,1,281,29,4,4,11,0
50599,0,2,0,52,53,1,1,12,0
64465,0,2,0,202,62,7,7,14,0
16877,1,2,0,257,38,19,10,13,0
213502,1,2,0,141,65,14,14,10,0
226586,1,2,0,305,62,16,4,13,0
4965,1,2,0,174,73,10,4,13,0
74447,1,1,0,116,54,5,5,12,0
6908,1,2,1,3,47,6,4,11,0
55322,1,2,0,247,64,17,10,12,0
177514,1,2,0,24,21,7,7,12,0
99301,1,2,1,308,45,0,0,13,0
219680,1,2,0,293,28,10,5,13,0
25231,1,2,0,170,39,20,9,14,0
85989,1,2,1,47,37,9,9,14,0
243033,1,0,1,81,62,11,11,14,0
162415,1,2,0,272,64,1,1,13,0
182129,1,2,0,203,21,4,4,14,0
139211,1,0,0,243,72,13,13,10,0
1619,1,2,0,104,54,13,3,12,0
155233,1,2,1,255,31,20,7,12,0
131635,1,2,0,53,58,6,6,10,0
161578,1,2,1,93,61,1,1,13,0
116015,1,2,0,52,76,5,5,10,0
93497,1,1,1,79,79,6,6,10,0
59022,1,2,0,250,32,17,7,10,0
44170,1,2,0,217,41,7,7,11,0
193241,1,2,1,74,70,20,10,10,0
123705,0,2,0,139,75,13,13,10,0
95972,1,2,0,122,77,2,2,13,0
166027,1,2,1,32,27,19,13,11,0
138385,1,2,0,127,75,17,11,11,0
98339,1,2,0,205,78,12,5,11,0
109157,1,2,0,239,58,6,3,11,0
128871,1,2,1,260,21,13,6,14,0
238296,1,1,0,154,23,7,7,10,0
122912,1,2,0,48,63,12,7,11,0
158116,1,0,1,56,41,5,5,13,0
140657,0,2,0,11,24,14,10,12,0
188099,1,2,0,249,45,3,3,11,0
218419,1,2,0,250,39,20,9,12,0
184730,1,2,1,6,30,18,5,10,0
157446,1,2,0,62,33,20,10,12,0
30295,1,2,0,15,39,2,2,10,0
27683,1,2,0,300,65,13,5,14,0
197499,1,2,0,89,74,9,6,10,0
179330,1,2,0,214,64,7,7,10,0
106469,1,2,0,104,26,13,3,10,0
223357,1,2,0,57,33,20,12,12,0
61913,1,2,0,135,61,10,10,10,0
125151,1,0,1,206,71,0,0,12,0
200962,1,2,0,79,38,19,13,12,0
208147,0,2,0,11,48,17,6,14,0
169340,0,2,0,93,46,8,8,13,0
184456,1,2,0,133,35,9,9,11,0
75420,1,1,1,291,21,6,6,10,0
84155,1,2,0,75,57,9,9,13,0
57946,1,2,0,273,49,9,9,11,0
165520,0,2,1,48,74,0,0,14,0
132691,1,2,0,247,47,3,3,10,0
213040,1,2,0,223,71,16,14,13,0
56545,1,2,0,263,76,12,7,13,0
250915,1,2,0,126,61,9,7,10,0
131184,1,2,1,216,26,4,4,10,0
52797,1,1,1,117,46,11,11,11,0
167116,1,2,0,207,67,10,6,12,0
79103,1,2,0,90,25,1,1,12,0
120115,1,2,0,17,53,4,4,11,0
2927,1,0,1,215,23,4,4,12,0
139045,1,2,0,231,77,2,2,14,0
12786,0,2,0,52,53,1,1,12,0
108974,1,2,1,87,25,8,7,14,0
217669,1,2,1,32,37,9,6,14,0
71772,1,2,1,219,51,19,8,12,0
8181,0,2,0,271,26,9,9,14,0
146794,1,2,0,135,44,7,7,10,0
161511,1,2,1,132,76,20,4,12,0
47367,1,2,1,231,35,20,3,13,0
50881,1,2,0,206,66,5,5,11,0
142115,1,2,0,195,54,11,11,13,0
29230,1,2,0,6,25,5,5,10,0
226111,1,2,1,191,52,7,7,10,0
192435,1,2,0,210,44,2,2,10,0
28300,1,2,1,235,24,19,13,13,0
138118,1,2,0,140,74,5,5,14,0
51899,1,2,0,11,75,20,11,14,0
20815,1,2,0,13,29,17,6,13,0
68021,1,0,0,251,68,3,3,13,0
194957,1,2,0,239,66,14,11,10,0
180557,0,2,1,284,31,9,9,12,0
89300,1,2,1,31,51,15,6,13,0
74324,1,2,1,297,57,5,5,12,0
166519,0,2,0,171,51,18,4,14,0
135174,1,2,0,146,55,13,11,14,0
98555,0,2,1,62,33,17,4,10,0
169050,0,2,1,1,61,6,6,11,0
193781,0,2,0,66,26,17,11,13,0
39157,1,1,1,201,64,11,11,14,0
234975,1,2,0,110,65,14,8,11,0
109766,1,2,1,124,76,0,0,13,0
248651,1,2,1,211,73,12,7,11,0
163386,1,2,1,114,69,7,7,13,0
133978,1,2,0,52,33,8,8,13,0
56224,1,2,1,49,49,8,8,13,0
225223,1,2,0,221,37,12,4,10,0
127748,1,2,0,145,78,8,8,10,0
120162,1,2,0,142,46,0,0,12,0
162117,1,2,0,293,64,2,2,10,0
240547,1,2,0,125,68,16,5,14,0
203869,1,2,0,175,56,8,8,13,0
33199,1,1,0,129,66,15,4,11,0
95148,1,2,0,240,45,0,0,12,0
170345,1,2,0,118,42,5,4,12,0
183578,1,2,0,57,30,11,7,10,0
130664,1,2,1,202,54,18,5,13,0
180276,0,2,0,232,67,1,1,10,0
179480,1,2,0,7,56,12,12,14,0
198187,1,2,0,260,49,11,10,13,0
203328,1,2,0,12,21,4,4,12,0
208483,1,2,0,37,21,0,0,13,0
91244,1,2,0,128,31,6,6,12,0
209112,1,2,0,45,75,17,14,11,0
191777,1,2,1,25,33,11,8,11,0
238364,1,2,0,160,44,8,8,12,0
102374,1,2,0,314,27,9,5,14,0
204059,1,0,0,243,72,13,13,10,0
40314,1,2,0,289,78,10,6,11,0
123427,1,2,0,23,43,12,10,14,0
18608,1,2,1,98,22,3,3,12,0
224246,1,2,0,75,23,13,6,13,0
73741,1,2,1,246,39,2,2,10,0
1297,1,2,0,176,77,20,10,13,0
223399,1,2,0,58,46,18,7,12,0
145573,1,2,0,89,39,1,1,12,0
52766,1,2,0,291,48,13,7,13,0
79881,1,2,0,0,67,15,4,13,0
182665,1,2,0,266,24,12,12,14,0
112836,1,2,0,113,51,19,8,13,0
104090,1,2,0,0,27,17,8,14,0
191065,0,2,0,10,79,10,4,11,0
146701,1,2,0,191,35,17,3,14,0
219229,1,2,0,196,67,7,3,14,0
3901,1,1,1,304,56,3,3,14,0
127098,1,2,0,273,48,19,13,13,0
239826,1,2,0,64,35,20,5,11,0
137805,1,2,0,269,21,20,4,14,0
40202,1,2,1,34,23,16,13,11,0
97569,0,2,1,215,51,0,0,11,0
198435,1,2,0,310,30,4,4,13,0
193822,1,1,0,149,39,11,11,10,0
213077,1,2,0,71,62,10,10,13,0
22245,1,2,1,207,41,8,6,13,0
133734,1,2,0,305,31,14,9,13,0
54872,0,2,1,168,72,5,5,10,0
101911,1,2,0,276,54,11,11,14,0
1257,1,2,0,214,55,14,11,13,0
214253,1,2,0,69,49,12,12,12,0
117805,1,2,0,261,71,5,5,11,0
127383,1,2,0,146,66,15,14,12,0
187235,1,2,0,292,24,2,2,13,0
145183,1,2,1,287,21,3,3,12,0
228587,1,2,1,230,25,8,8,13,0
172078,1,2,1,80,54,14,8,13,0
43191,1,2,0,90,57,13,5,10,0
77974,1,2,0,2,63,6,6,12,0
21613,1,2,1,98,60,12,11,13,0
157107,1,2,0,74,49,19,7,13,0
31492,1,2,1,140,41,18,8,12,0
78482,0,2,0,268,34,4,4,14,0
161049,1,2,0,11,41,8,8,14,0
235048,1,2,1,241,71,20,4,14,0
28729,1,2,1,268,56,20,6,14,0
99454,1,2,0,30,69,19,4,11,0
93299,1,2,0,6,29,10,10,14,0
33280,1,2,0,289,49,10,10,10,0
174727,1,2,0,244,28,20,7,14,0
63525,1,2,0,305,31,14,9,13,0
207267,1,2,0,248,51,5,4,11,0
198183,1,2,0,278,76,9,5,12,0
102889,1,2,0,32,22,3,3,11,0
217437,1,2,0,300,68,3,3,10,0
122786,1,2,0,138,36,1,1,13,0
122288,1,2,0,64,70,1,1,14,0
80143,0,2,0,89,31,14,6,14,0
17075,1,1,1,228,29,19,6,14,0
35177,1,2,1,238,39,14,11,11,0
179689,1,2,1,40,24,0,0,12,0
8425,1,2,0,165,77,2,2,13,0
17400,1,2,0,103,79,17,3,13,0
164559,1,2,0,164,22,15,9,12,0
39148,1,2,1,70,73,1,1,12,0
49280,1,2,0,20,41,13,6,13,0
237857,1,2,0,138,66,0,0,12,0
79590,1,2,0,100,34,20,4,14,0
65968,1,2,0,196,73,9,8,10,0
226058,1,2,0,97,50,1,1,14,0
416,1,0,0,208,55,12,12,10,0
87208,1,2,0,174,36,9,9,10,0
202077,1,2,0,187,72,18,5,12,0
215273,1,2,0,116,78,9,6,11,0
10586,1,2,0,147,69,2,2,10,0
231961,1,2,0,122,78,20,6,12,0
81302,1,2,0,90,46,9,8,14,0
207513,1,2,0,41,40,1,1,10,0
201528,1,2,0,40,53,5,5,14,0
150900,1,2,1,125,27,13,13,13,0
198649,1,2,0,18,22,9,6,10,0
39156,1,0,1,296,51,20,4,13,0
169162,1,2,0,136,77,18,14,13,0
152036,1,2,0,21,73,13,3,10,0
214971,1,2,0,247,70,12,8,11,0
134469,0,2,1,151,62,15,12,10,0
116096,1,2,0,225,42,19,12,10,0
209604,1,2,0,212,55,8,8,12,0
185691,1,0,0,181,37,17,5,10,0
45772,0,2,1,16,40,17,6,13,0
80242,1,2,0,212,64,7,7,10,0
239541,1,2,1,142,58,18,4,13,0
236878,1,2,0,5,69,12,9,11,0
167896,1,2,0,239,66,14,11,10,0
170043,1,0,0,286,38,0,0,14,0
186167,1,2,1,149,45,9,9,11,0
68719,1,2,1,278,72,4,4,13,0
147892,1,2,0,315,58,17,3,10,0
39352,1,2,0,104,74,17,5,10,0
94215,1,2,0,223,71,16,14,13,0
186491,1,2,0,182,27,7,6,10,0
84513,1,2,1,46,40,12,3,11,0
206641,1,1,1,201,64,11,11,14,0
202037,1,2,0,202,66,15,7,14,0
136167,1,2,0,196,73,9,8,10,0
130641,1,2,1,121,27,10,10,10,0
121094,1,2,1,212,29,5,5,13,0
246316,1,2,1,180,74,11,8,13,0
141003,1,2,0,38,21,7,7,13,0
6327,0,2,0,290,62,14,10,10,0
226695,1,2,0,166,53,14,14,13,0
37751,1,2,0,237,73,18,14,13,0
239731,1,2,0,160,75,6,6,10,0
61042,1,2,0,281,74,2,2,14,0
499,1,2,1,248,63,13,13,12,0
100367,0,2,1,93,26,6,6,10,0
147051,1,2,1,44,61,13,11,10,0
33027,1,2,0,200,75,12,10,11,0
196235,1,2,0,258,56,13,13,14,0
202225,1,2,0,284,47,6,6,11,0
247271,1,1,0,290,33,1,1,10,0
120380,1,2,0,265,54,0,0,10,0
134526,1,2,1,289,71,16,10,11,0
62363,1,2,0,157,38,16,4,10,0
208045,1,2,0,114,76,2,2,14,0
20615,1,2,0,288,67,14,7,14,0
151984,1,2,0,151,49,17,6,12,0
225368,0,2,1,315,64,1,1,10,0
60401,1,0,1,313,50,9,8,10,0
43422,1,2,0,56,62,10,10,12,0
13038,1,2,0,81,52,13,6,13,0
230565,1,1,0,271,77,7,7,14,0
116033,1,2,0,122,37,16,8,11,0
65284,1,0,1,15,70,12,4,14,0
190205,1,2,1,180,63,6,6,14,0
42937,1,2,1,184,41,16,7,10,0
224532,1,2,1,71,51,17,10,11,0
251635,1,2,1,268,67,13,9,11,0
113428,1,2,0,37,22,0,0,12,0
213198,1,2,1,250,34,14,8,10,0
53040,1,2,1,315,50,18,5,10,0
205735,1,0,1,66,57,10,9,12,0
129913,1,0,0,231,22,0,0,12,0
158713,1,2,0,206,34,1,1,11,0
213270,1,2,0,51,36,16,14,13,0
227201,1,2,0,43,43,17,6,10,0
124511,1,2,0,312,49,12,10,11,0
204816,1,2,0,244,69,13,3,12,0
7236,1,2,1,167,43,10,3,13,0
166952,1,2,0,138,56,16,3,14,0
104823,1,2,0,176,40,1,1,10,0
114833,1,2,0,94,27,6,6,12,0
23128,1,2,1,124,39,10,10,10,0
218398,1,2,1,15,63,3,3,14,0
101234,0,2,0,94,21,8,7,13,0
136957,0,2,1,22,61,1,1,13,0
200845,1,2,0,245,23,11,11,12,0
196995,0,2,1,276,46,17,3,10,0
57320,1,2,0,118,50,8,8,11,0
123279,1,2,1,286,47,2,2,10,0
84973,1,2,0,308,33,2,2,11,0
107727,1,2,0,74,53,18,5,10,0
69631,0,2,0,68,44,1,1,13,0
36234,1,2,0,294,21,8,7,10,0
243080,1,2,0,22,25,8,8,11,0
196709,1,2,0,154,21,9,7,11,0
247291,1,2,0,309,52,14,8,10,0
153727,1,2,0,289,78,10,6,11,0
197960,1,2,0,57,72,16,4,14,0
67500,1,2,1,68,51,10,10,11,0
249118,1,2,0,250,58,6,6,14,0
221190,1,2,0,38,39,14,7,14,0
25550,1,2,1,140,45,10,4,13,0
115165,1,2,0,162,35,4,4,13,0
94934,1,2,0,111,27,2,2,10,0
236464,1,2,0,178,62,6,6,11,0
31684,1,2,0,243,73,19,7,12,0
171585,1,2,0,19,70,10,4,14,0
130977,1,2,0,252,34,0,0,13,0
173698,1,2,0,261,42,20,9,14,0
160865,1,1,1,263,78,5,5,14,0
208080,1,1,1,9,75,20,12,14,0
232373,1,2,0,279,30,20,11,14,0
59461,0,2,0,188,60,4,4,13,0
227416,0,2,0,279,44,5,5,10,0
179113,1,2,0,236,25,9,6,11,0
150531,1,2,0,79,46,6,5,12,0
169419,1,2,0,59,64,15,7,13,0
184568,1,2,1,153,52,1,1,13,0
42338,0,2,1,141,54,11,5,13,0
220102,1,2,0,56,42,20,4,12,0
248567,1,2,1,124,76,8,8,13,0
214690,0,2,0,45,28,14,13,10,0
195804,1,2,0,47,36,6,6,10,0
154908,1,2,0,106,32,7,7,12,0
98479,1,2,0,127,76,8,8,13,0
84778,1,2,1,119,53,8,5,12,0
224797,1,2,0,112,41,6,6,13,0
166633,1,2,1,1,44,10,6,10,0
242777,1,2,0,283,66,5,5,12,0
201167,1,2,0,190,56,6,6,11,0
80720,1,2,0,120,69,6,6,11,0
220656,1,2,1,300,67,18,10,14,0
83286,0,2,0,105,29,5,5,13,0
7393,1,2,0,31,27,20,4,11,0
224817,1,2,1,96,33,11,6,12,0
54871,1,2,0,248,42,17,4,14,0
223821,1,2,0,144,57,5,5,11,0
66734,1,2,0,191,29,4,4,12,0
110321,1,2,0,28,48,1,1,14,0
22621,1,0,0,240,51,6,6,14,0
202140,1,2,0,206,66,5,5,11,0
149671,0,2,0,255,75,9,9,11,0
132600,1,2,0,194,23,0,0,13,0
2837,1,2,0,257,33,7,7,11,0
87952,0,2,0,108,62,13,7,11,0
137797,1,2,0,176,65,6,6,12,0
54875,1,2,0,133,35,9,9,11,0
3741,1,2,0,44,70,16,3,11,0
180810,1,2,0,9,68,14,9,12,0
26500,1,0,0,45,76,19,7,12,0
33070,1,2,1,286,75,7,7,10,0
115586,1,2,1,264,48,7,7,12,0
248187,1,2,0,266,62,14,3,12,0
91860,1,2,0,181,59,8,8,10,0
143294,1,2,0,243,28,9,9,12,0
226766,1,2,0,98,77,17,4,11,0
131769,0,2,1,171,74,14,9,12,0
216341,1,2,0,172,32,10,10,12,0
239675,0,2,0,255,75,20,9,12,0
108325,1,2,1,189,57,20,8,14,0
166514,0,2,0,41,56,4,4,14,0
47937,1,2,0,182,57,12,10,12,0
234834,1,2,0,10,56,6,6,12,0
213331,1,2,1,253,30,9,3,14,0
17787,1,2,0,123,50,10,7,14,0
126057,0,2,0,104,43,9,9,13,0
97639,1,2,0,191,42,15,13,14,0
115637,1,2,0,160,74,5,5,10,0
244945,0,2,1,145,69,11,6,13,0
10645,1,2,0,287,44,0,0,12,0
171648,1,2,0,200,70,9,9,12,0
117863,1,2,1,200,49,1,1,12,0
184933,1,2,1,136,76,3,3,14,0
151959,1,2,1,32,54,13,13,12,0
129634,1,2,0,284,39,6,6,14,0
68843,1,2,1,316,69,15,4,11,0
131366,1,2,1,266,31,9,9,14,0
53969,1,2,0,237,73,18,14,13,0
113183,0,2,1,100,72,11,11,12,0
229428,1,2,0,17,60,2,2,11,0
101863,1,2,0,44,33,20,5,13,0
1794,1,2,0,64,49,0,0,10,0
101746,1,2,0,238,30,10,10,12,0
38552,1,2,1,101,50,3,3,10,0
169543,1,2,1,201,57,8,8,12,0
243464,1,2,0,162,51,4,4,10,0
187304,0,2,0,96,27,10,7,11,0
94626,0,2,0,93,51,15,13,14,0
160237,1,2,0,312,59,2,2,14,0
125844,1,2,0,3,62,18,12,10,0
228946,1,2,1,146,75,5,5,13,0
84582,1,0,1,78,32,8,8,12,0
153671,1,2,0,143,33,5,5,13,0
203198,1,2,1,120,73,16,7,14,0
130349,1,2,0,222,75,19,9,12,0
76559,1,2,1,87,47,4,4,11,0
185009,1,2,0,69,60,14,14,14,0
119472,1,2,0,205,54,15,4,10,0
24041,1,2,0,219,40,3,3,10,0
239771,1,2,0,149,66,5,3,11,0
161891,0,2,0,15,38,6,6,13,0
116482,1,2,1,298,48,5,5,13,0
165868,1,2,0,131,68,7,7,12,0
175531,0,2,0,178,66,4,4,12,0
14610,1,2,0,212,41,6,6,14,0
112511,1,2,0,290,72,18,4,12,0
168395,1,2,1,165,42,14,6,10,0
246314,0,2,0,160,27,12,12,14,0
144816,1,2,0,232,67,16,13,13,0
178673,1,2,0,153,71,12,11,13,0
206231,1,2,1,170,71,5,5,13,0
161774,1,2,0,243,61,13,4,11,0
85601,1,2,0,36,32,16,9,13,0
172702,1,2,0,183,78,17,7,11,0
188680,1,2,0,288,21,3,3,10,0
86103,1,2,1,104,43,16,4,13,0
236335,1,2,1,99,73,3,3,13,0
162860,1,2,1,157,59,6,6,14,0
193817,1,2,0,50,33,4,4,11,0
130684,1,0,0,240,51,6,6,14,0
5929,1,2,1,143,40,15,13,10,0
103052,1,2,1,164,62,0,0,10,0
186421,1,2,0,56,77,3,3,10,0
